model_name,fid,val_loss,val_recon,val_kl,disc_train_loss,disc_val_loss,disc_test_accuracy
cvae_conv_iclr_real_500,155.246610,121.077746,96.682074,24.395673,NaN,NaN,NaN
cvae_labelsmoothed_q0.1_D30K_iter1_30000,156.1847686767578,116.23487165527344,93.38135169677734,22.853520013427733,0.12078700542449951,0.14570342662334443,0.99085
cvae_labelsmoothed_q0.1_D30K_iter2_60000,101.12220764160156,114.1527939453125,91.17765715332031,22.97513655395508,0.12117664815584818,0.14016497530937194,0.9835
cvae_labelsmoothed_q0.1_D30K_iter3_90000,94.84623718261719,112.9655296875,89.73444631347657,23.231083721923827,0.12377675108114879,0.14440764465332032,0.9889
cvae_labelsmoothed_q0.1_D30K_iter4_120000,76.29890441894531,112.35647561035157,88.83635415039062,23.52012174682617,0.12043643989562988,0.14762404439449311,0.98835
cvae_labelsmoothed_q0.1_D30K_iter5_150000,73.81275939941406,111.82224567871094,87.92198686523437,23.900258709716798,0.1224001264532407,0.15166520957946777,0.98575
cvae_labelsmoothed_q0.1_D30K_iter6_180000,65.4511489868164,110.92097941894531,87.35099652099609,23.569982778930665,0.12766964777310688,0.185677143740654,0.97215
cvae_labelsmoothed_q0.1_D30K_iter7_210000,62.648597717285156,110.94421058349609,86.8292821533203,24.11492872619629,0.12387286293506622,0.1657931182861328,0.9804
cvae_labelsmoothed_q0.1_D30K_iter8_240000,60.45192337036133,110.64601169433594,86.48723669433593,24.15877516479492,0.12368242454528809,0.16313610183000565,0.97975
cvae_labelsmoothed_q0.1_D30K_iter9_270000,56.96470260620117,109.96114965820313,85.86908809814453,24.092061639404296,0.12571178805033367,0.19097151470184326,0.97945
cvae_labelsmoothed_q0.1_D30K_iter10_300000,54.07234191894531,110.3533791381836,85.99765440673828,24.355725219726562,0.1305763473113378,0.1779950705051422,0.96855
cvae_labelsmoothed_q0.1_D30K_iter11_330000,46.55302047729492,110.24971770019532,86.01590612792968,24.2338120300293,0.13168222486972808,0.19137843935489654,0.96635
cvae_labelsmoothed_q0.1_D30K_iter12_360000,46.42713928222656,110.23120930175781,86.08816547851562,24.14304345703125,0.12713404926458993,0.1920187691450119,0.96675
cvae_labelsmoothed_q0.1_D30K_iter13_390000,43.121978759765625,109.7953471923828,85.75310583496093,24.042241064453126,0.12657088455359142,0.19162673349380493,0.96775
cvae_labelsmoothed_q0.1_D30K_iter14_420000,39.07512664794922,109.88377756347656,85.67825539550782,24.205521636962892,0.12899843986034393,0.19932936942577362,0.96775
cvae_labelsmoothed_q0.1_D30K_iter15_450000,36.85807418823242,110.11387719726562,85.88344008789062,24.230436868286134,0.12915654753049216,0.21030052199363708,0.96265
cvae_labelsmoothed_q0.1_D30K_iter16_480000,33.421627044677734,109.72404276123046,85.60217567138672,24.12186750793457,0.12806303555965423,0.22346813888549805,0.9547
cvae_labelsmoothed_q0.1_D30K_iter17_510000,31.562883377075195,109.99585908203125,86.16799649658203,23.82786251220703,0.13082056415478388,0.2512735243797302,0.94885
